id,title,date,link,place,name__label,name__content,credit,medium,image
edanmdm-chndm_1937-12-1,Pitcher,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/55862,England,Manufacturer,"John Wilson & Sons, (England, 1778–1816)",Gift of Anonymous Donor,"Glazed earthenware, sprig-molded decoration, overglaze lustre",https://ids.si.edu/ids/deliveryService?id=CHSDM-5AFAFAFDBC3D2-000001
edanmdm-chndm_1937-45-1-a_b,Flower holder,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56305,USA,,,Gift of Anonymous Donor,Tin,https://ids.si.edu/ids/deliveryService?id=CHSDM-91EE40B1FDEE2-000001
edanmdm-chndm_1937-95-1,Dancing figure,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56773,France,,,Gift of Anonymous Donor,Paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-E19D2C71C6922-000001
edanmdm-chndm_1953-178-100,Necklace,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108101,India,,,Gift of Anonymous Donor,"Gold beads and filigree, cabochon rubies",https://ids.si.edu/ids/deliveryService?id=CHSDM-ECB0047957802-000001
edanmdm-chndm_1957-61-21,Susanne,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120204,Germany,Print Maker,"Charles Albert Waltner, French, 1846 - 1925",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-200B2B683BB92-000001
,,,,,After,"Jean Jacques Henner, French, 1829 - 1905",,,
edanmdm-chndm_1957-61-35,The Present State of Great Britain,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120221,England,Print Maker,"J. Phillips, active 1770 - 1780",Gift of Anonymous Donor,Engraving on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-AB498DBAD3932-000001
edanmdm-chndm_1957-61-36,Portrait of General Pichegru,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120222,Nuremberg,Print Maker,"Christoph Wilhelm Bock, German, 1755 - after 1830",Gift of Anonymous Donor,Engraving on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-C30B05BA14902-000001
edanmdm-chndm_1957-61-8,Cavaliers in Idle Conversation,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120250,France,Artist,"Jehan Georges Vibert, French, 1840 - 1902",Gift of Anonymous Donor,"Pen and ink, brush and gray wash on rag board",https://ids.si.edu/ids/deliveryService?id=CHSDM-FC847EDCF5B92-000001
edanmdm-chndm_1967-48-80,Rock crystal box,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139338,France,,,Gift of Anonymous Donor,"Rock crystal, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-1CFB8B256B472-000001
edanmdm-chndm_1942-69-18-a_b,Pair of knee buckles,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77302,France,,,Gift of Anonymous Donor,"Steel, rock-crystal, foil back.",https://ids.si.edu/ids/deliveryService?id=CHSDM-7F381ED07CA42-000001
,,,,,Print Maker,"C.F. Lottes, 1701 - 1740",,,
edanmdm-chndm_1995-12-3,Brooch,1995,https://collection.cooperhewitt.org/view/objects/asitem/id/199867,USA,,,Gift of Anonymous Donor,"photograph, gilded metal",https://ids.si.edu/ids/deliveryService?id=CHSDM-56CB22A77CBB2-000001
edanmdm-chndm_a-a-29,Decoration,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203417,France,,,Gift of Anonymous Donor,Oak,https://ids.si.edu/ids/deliveryService?id=CHSDM-66B2C0C67C4B2-000001
edanmdm-chndm_a-t-50,Seat cover,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204159,France,,,Gift of Anonymous Donor,Medium: wool Technique: tapestry weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-50MattFlynn
edanmdm-chndm_a-t-844,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204242,Central Europe,,,Gift of Anonymous Donor,Medium: cotton Technique: printed by engraved roller on plain weave; mordant for purple,https://ids.si.edu/ids/deliveryService?id=CHSDM-6090390C6D312-000001
edanmdm-chndm_a-a-813,Scrimshaw,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203879,USA,,,Gift of Anonymous Donor,"Whale tooth, india ink",https://ids.si.edu/ids/deliveryService?id=CHSDM-A43E7663E35C2-000001
edanmdm-chndm_a-t-242,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204145,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted,https://ids.si.edu/ids/deliveryService?id=CHSDM-204145_01
edanmdm-chndm_a-t-246,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204149,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on satin weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-3E67F3133BD22-000001
edanmdm-chndm_a-w-794,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204262,USA,,,Gift of Anonymous Donor,Block-printed on ribbed paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-794MattFlynn
edanmdm-chndm_1992-68-1,Trade Card Advertisement for S. A. Maxwell Wallpaper,1992,https://collection.cooperhewitt.org/view/objects/asitem/id/195276,Iowa,For,"Maxwell & Co., S.A., Chicago, Illinois, USA",Gift of Anonymous Donor,Offset color lithograph on heavy paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-1992-68-1MattFlynn
,,,,,Manufacturer,"Maxwell & Co., S.A., Chicago, Illinois, USA",,,
edanmdm-chndm_a-a-30-a_b,Frame,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203432,Italy Spain,,,Gift of Anonymous Donor,"wood (pine), carved and gilded",https://ids.si.edu/ids/deliveryService?id=CHSDM-A2E39E5D43B12-000001
edanmdm-chndm_a-t-6,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204161,England,,,Gift of Anonymous Donor,Medium: cotton Technique: copperplate printed on plain weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-6MattFlynn
edanmdm-chndm_a-w-91-b,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204272,Japan,,,Gift of Anonymous Donor,Embossed and gilded,https://ids.si.edu/ids/deliveryService?id=CHSDM-204272_01-000001
edanmdm-chndm_a-t-49-a_b,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204157,France,,,Gift of Anonymous Donor,Medium: silk Technique: damask,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-49-aMattFlynn
edanmdm-chndm_1928-15-4-y_z,2 fragments of a vessel,1928,https://collection.cooperhewitt.org/view/objects/asitem/id/214245,Syria,,,Gift of Anonymous Donor,glass,https://ids.si.edu/ids/deliveryService?id=CHSDM-F149EBF04A722-000001
edanmdm-chndm_1957-61-46-b,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/228932,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_a-t-637,Portrait,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204164,Lyon,After,"Claude Bonnefond, (French, 1796–1860)",Gift of Anonymous Donor,Medium: silk Technique: Jacquard woven,https://ids.si.edu/ids/deliveryService?id=CHSDM-A-T-637MattFlynn
edanmdm-chndm_a-t-825,Badge,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204196,France,,,Gift of Anonymous Donor,"Medium: cotton, silk Technique: embroidered",https://ids.si.edu/ids/deliveryService?id=CHSDM-368D9D31A9FA2-000001
edanmdm-chndm_a-w-82,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204264,France,,,Gift of Anonymous Donor,Block-printed on handmade paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-82MattFlynn
edanmdm-chndm_1957-61-46-k,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/228941,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_1949-49-2,Vase,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101302,Italy,,,Gift of Anonymous Donor,Earthenware,https://ids.si.edu/ids/deliveryService?id=CHSDM-C59C99AAFA2F2-000001
edanmdm-chndm_1949-49-9,Miniature in the form of a Grasshopper,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101335,Austria,,,Gift of Anonymous Donor,"metal, enamel, acetate (wings)",https://ids.si.edu/ids/deliveryService?id=CHSDM-D485513941C12-000001
edanmdm-chndm_a-w-240,Border,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204244,USA,,,Gift of Anonymous Donor,Manchine printed on paper.,https://ids.si.edu/ids/deliveryService?id=CHSDM-CB92ED03148D2-000001
edanmdm-chndm_a-w-87,Bandbox,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204268,USA,,,Gift of Anonymous Donor,"Block-printed paper, pasteboard support",https://ids.si.edu/ids/deliveryService?id=CHSDM-204268_01-000001
edanmdm-chndm_1957-61-46-g,Chrysanthemum,1947,https://collection.cooperhewitt.org/view/objects/asitem/id/228937,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_1942-69-15,Buckle,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77299,France,,,Gift of Anonymous Donor,"Steel, yellow rose-cut pyrites",https://ids.si.edu/ids/deliveryService?id=CHSDM-EA3DD0FB661C2-000001
edanmdm-chndm_1942-69-17-a_b,Buckles,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77301,France,,,Gift of Anonymous Donor,"Steel, diamond paste",https://ids.si.edu/ids/deliveryService?id=CHSDM-B1759B6C1ADB2-000001
edanmdm-chndm_1931-42-1-a,Fragment,1931,https://collection.cooperhewitt.org/view/objects/asitem/id/44587,England,,,Gift of Anonymous Donor,Medium: silk Technique: compound satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-8DCDD4846E362-000001
edanmdm-chndm_1941-88-29,Chinese Chippendale,1941,https://collection.cooperhewitt.org/view/objects/asitem/id/75571,France,Printer,"Desfossé et Karth, French, 1863",Gift of Anonymous Donor,Block-printed paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-1941-88-28-30MattFlynn
edanmdm-chndm_1947-69-6-a_c,Covered Dessert Cup and Trembleuse Saucer,1947,https://collection.cooperhewitt.org/view/objects/asitem/id/96919,France,Manufacturer,"Paris Porcelain Manufactory (Manufacture de la Reine), French, established 1776",Gift of Anonymous Donor,"porcelain, vitreous enamel, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-FAA5F67723F62-000001
edanmdm-chndm_1949-151-7,Spherical Cane Handle,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99934,Morocco,,,Gift of Anonymous Donor,"wood, silver",https://ids.si.edu/ids/deliveryService?id=CHSDM-E8CFF935B44E2-000001
edanmdm-chndm_1952-161-201,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105683,Italy,,,Gift of Anonymous Donor,"Parchment leaf painted with watercolor; carved and pierced mother-of-pearl sticks, pin set with a brilliant",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-201MattFlynn
edanmdm-chndm_1952-60-5,Death of Raphael,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/106319,USA,Engraver,"John Sartain, American, 1808–1897",Gift of Anonymous Donor,Mezzotint and engraving in black ink on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-A9DF3D43F8992-000001
,,,,,After,"Thomas Stothard, British, 1755–1834",,,
edanmdm-chndm_a-t-11,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204139,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on tabby weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-70D8F29B97C12-000001
edanmdm-chndm_a-t-828-x,Ribbon,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204235,France,,,Gift of Anonymous Donor,Medium: silk,https://ids.si.edu/ids/deliveryService?id=CHSDM-5BA0A2895D932-000001
edanmdm-chndm_a-w-89-a_b,Border,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204269,USA,,,Gift of Anonymous Donor,Block-printed on handmade paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-89-aMattFlynn
edanmdm-chndm_1949-49-1,Pedestal,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101290,France,,,Gift of Anonymous Donor,"porcelain, vitreous enamel, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-D0C929F46CF62-000001
edanmdm-chndm_1952-161-219,Brisé fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105702,China,,,Gift of Anonymous Donor,"Lacquered and gilded wood sticks, silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-219MattFlynn
edanmdm-chndm_1952-163-2,Piccadilly Looking Toward the City,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105882,England,Artist,"Thomas Shotter Boys, English, 1803 – 1874",Gift of Anonymous Donor,Lithograph,https://ids.si.edu/ids/deliveryService?id=CHSDM-8E09772943D32-000001
,,,,,Lithographer,"Thomas Shotter Boys, English, 1803 – 1874",,,
edanmdm-chndm_1952-164-35,Lacquer box,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105924,Japan,,,Gift of Anonymous Donor,Lacquered wood,https://ids.si.edu/ids/deliveryService?id=CHSDM-9F7FCF4B52CB2-000001
edanmdm-chndm_1952-23-4,Fragment,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/106044,,,,Gift of Anonymous Donor,Medium: silk Technique: 5-harness satin damask,https://ids.si.edu/ids/deliveryService?id=CHSDM-FC5D31DAFE152-000001
edanmdm-chndm_1953-178-80,Scarf pin with duck,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108243,USA,,,Gift of Anonymous Donor,"Gold, enamel, glass",https://ids.si.edu/ids/deliveryService?id=CHSDM-8DFBA08AB9E62-000001
edanmdm-chndm_1953-178-96,Necklace,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108260,India,,,Gift of Anonymous Donor,Silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-3558AB253E032-000001
edanmdm-chndm_1957-61-15,Les Chanteurs,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120197,Germany,Print Maker,"Wilhelm Schmidt, German, 1842 - 1922",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-4E09F5CA48B72-000001
,,,,,After,"Ferdinand Laufbager, Austrian, 1829 - 1881",,,
edanmdm-chndm_1957-61-32-a,"Recumbent Bear, from a Set of Sixteen Views of Bears",1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120217,Netherlands,Print Maker,"Marcus de Bye, 1639 – 1690",Gift of Anonymous Donor,Etching on white laid paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-3951790193A62-000001
,,,,,After,"Marcus Gerards I, 1521 – ca. 1604",,,
edanmdm-chndm_1967-48-41,Chamberlain's Key,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139288,France,,,Gift of Anonymous Donor,"Gilt bronze, tassle",https://ids.si.edu/ids/deliveryService?id=CHSDM-FCF8083C1CE62-000001
edanmdm-chndm_1937-45-3,Mold,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56306,USA,,,Gift of Anonymous Donor,Tin,https://ids.si.edu/ids/deliveryService?id=CHSDM-31B26070733B2-000001
edanmdm-chndm_1931-24-17,Mechanical pencil,1931,https://collection.cooperhewitt.org/view/objects/asitem/id/44276,USA,,,Gift of Anonymous Donor,Silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-A11B69D2453F2-000001
edanmdm-chndm_1937-45-5-a,"Plate, etching",1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56308,USA,,,Gift of Anonymous Donor,"Plate, etching",https://ids.si.edu/ids/deliveryService?id=CHSDM-0ADCD922BBC32-000001
edanmdm-chndm_a-t-10,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204138,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on tabby weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-C24FF7804EC22-000001
edanmdm-chndm_a-t-5,Les Losanges,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204158,Jouy,Designer,"Jean-Baptiste Huet, French, 1745 – 1811",Gift of Anonymous Donor,Medium: cotton Technique: copperplate printed on plain weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-321188ADC0612-000001
edanmdm-chndm_1926-1-27,Brisé fan,1926,https://collection.cooperhewitt.org/view/objects/asitem/id/41825,England,,,Gift of Anonymous Donor,"Pierced bone sticks painted with gouache, silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1926-1-27MattFlynn
edanmdm-chndm_1938-78-1,Fragment,1938,https://collection.cooperhewitt.org/view/objects/asitem/id/60257,Spain,,,Gift of Anonymous Donor,"Medium: silk, metallic Technique: two interconnected plain weave structures (lampas) Label: silk and metallic lampas",https://ids.si.edu/ids/deliveryService?id=CHSDM-48507FF46E9F2-000001
edanmdm-chndm_1949-151-14,Sash,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99922,Canada,,,Gift of Anonymous Donor,Medium: wool Technique: diagonal interlacing,https://ids.si.edu/ids/deliveryService?id=CHSDM-B853820B4C1C2-000001
edanmdm-chndm_1952-120-2,Yad,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105317,Germany,,,Gift of Anonymous Donor,silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-CH914
edanmdm-chndm_1952-161-204,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105686,France,,,Gift of Anonymous Donor,"Gilded parchment leaf painted with watercolor; carved and pierced mother-of-pearl sticks with gold foil, pin set with a faceted stone",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-204MattFlynn
edanmdm-chndm_1952-162-69-a_b,Textile,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105868,France,,,Gift of Anonymous Donor,"Medium: silk Technique: woven, moire",https://ids.si.edu/ids/deliveryService?id=CHSDM-C9F1C21430EE2-000001
edanmdm-chndm_1960-207-2,Apollo Belvedere (Apollo Pythius),1960,https://collection.cooperhewitt.org/view/objects/asitem/id/126494,Netherlands,Print Maker,"Hendrik Goltzius, Netherlandish, 1558 – 1617",Gift of Anonymous Donor,engraving on laid paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-4E3EA4F199E22-000001
,,,,,Publisher,"Harmen Adolfsz, Dutch, 1603 – 1622",,,
edanmdm-chndm_1952-161-214,Brisé fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/208185,China,,,Gift of Anonymous Donor,"Carved ivory sticks, paper ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-214MattFlynn
edanmdm-chndm_1962-87-20,Authorization For the Appointment of a Military Surgeon,1962,https://collection.cooperhewitt.org/view/objects/asitem/id/213478,England,Calligrapher,"William Pitt, 1768 – 1788",Gift of Anonymous Donor,"Pen and brown ink, blue silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-E1DFF3D61D692-000001
,,,,,Manufacturer,"J. & L. Lobmeyr GmbH, Vienna, Austria, founded ca. 1935",,,
,,,,,Manufacturer,"Meyr's Neffen, Adolf",,,
edanmdm-chndm_1967-48-104-b,Screen,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/276137,New York,Maker,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Favrile glass, patinated bronze",https://ids.si.edu/ids/deliveryService?id=CHSDM-1967-48-104bEllenMcDermott
,,,,,Designer,"Louis Comfort Tiffany, (American, 1848–1933)",,,
edanmdm-chndm_1937-45-6,Étagère,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56310,New York,Cabinet Maker,"Julius Dessoir, active NY, 1842 - 1865",Gift of Anonymous Donor,"Rosewood, maple, glass mirror, brass",https://ids.si.edu/ids/deliveryService?id=CHSDM-1937-45-6v3MattFlynn
edanmdm-chndm_1936-50-5,Textile,1936,https://collection.cooperhewitt.org/view/objects/asitem/id/55669,England,,,Gift of Anonymous Donor,Medium: cotton Technique: roller printed on plain weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-1936-50-5MattFlynn
edanmdm-chndm_a-t-687-a_c,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204165,Italy,,,Gift of Anonymous Donor,Medium: silk Technique: 5-harness satin damask,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-687-aMattFlynn
edanmdm-chndm_1941-59-7-a_c,Scabbard and sword,1941,https://collection.cooperhewitt.org/view/objects/asitem/id/75118,Japan,,,Gift of Anonymous Donor,"Steel, cord, iron, silver, gold, shibuichi",https://ids.si.edu/ids/deliveryService?id=CHSDM-6B1546DAA3DD2-000001
edanmdm-chndm_a-t-779-a_c,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204180,China,,,Gift of Anonymous Donor,Medium: silk Technique: printed and painted,https://ids.si.edu/ids/deliveryService?id=CHSDM-204180_02-000001
,,,,,Manufacturer,"J. & L. Lobmeyr GmbH, Vienna, Austria, founded ca. 1935",,,
edanmdm-chndm_1947-69-1-a_d,Ciborium with lid,1947,https://collection.cooperhewitt.org/view/objects/asitem/id/96914,France,,,Gift of Anonymous Donor,Gilt copper,https://ids.si.edu/ids/deliveryService?id=CHSDM-1947-69-1abEllenMcDermott
edanmdm-chndm_1947-69-3,Flip glass,1947,https://collection.cooperhewitt.org/view/objects/asitem/id/96916,Netherlands,,,Gift of Anonymous Donor,Glass,https://ids.si.edu/ids/deliveryService?id=CHSDM-1947-69-3EllenMcDermott
edanmdm-chndm_1948-14-17-a_i,Sidewall,1948,https://collection.cooperhewitt.org/view/objects/asitem/id/98054,USA,,,Anonymous Gift,Machine-printed,https://ids.si.edu/ids/deliveryService?id=CHSDM-1948-14-17-aMattFlynn
edanmdm-chndm_1949-131-1-a_d,Trophy cup and case,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99802,Augsburg,Artist,"Abraham Drentwet, 1647 – 1727",Gift of Anonymous Donor,"Parcel gilt silver, painted wood",https://ids.si.edu/ids/deliveryService?id=CHSDM-1949-131-1-a_dMattFlynn
edanmdm-chndm_1940-78-2,Parasol handle,1940,https://collection.cooperhewitt.org/view/objects/asitem/id/72928,France,,,Gift of Anonymous Donor,Shaped and carved tortoiseshell,https://ids.si.edu/ids/deliveryService?id=CHSDM-79024BB9AA692_01-000003
edanmdm-chndm_1952-161-224,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105708,France,,,Gift of Anonymous Donor,"Parchment leaf painted in gouache, carved and pierced mother-of-pearl sticks overlaid with gold and silver foil, rivet set with a faceted stone",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-224MattFlynn
edanmdm-chndm_1952-161-246-a_b,Pleated fan and case,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105733,France,Distributor,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silk leaf applied with silk, gold thread and sequins, carved and painted ivory or bone sticks, gilt metal bail",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-246-aMattFlynn
edanmdm-chndm_1952-164-23-a_d,Inro,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105911,Japan,,,Gift of Anonymous Donor,"Carved and lacquered wood, silk (cord)",https://ids.si.edu/ids/deliveryService?id=CHSDM-36BA429795E52_01-000001
edanmdm-chndm_1952-166-35,Candle holder,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105974,England,,,Gift of Anonymous Donor,"Iron, fruitwood (pear?)",https://ids.si.edu/ids/deliveryService?id=CHSDM-105974_01-000001
edanmdm-chndm_1953-24-2,Box,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/109028,Italy,,,Gift of Anonymous Donor,"wood, tooled leather, gilded brass",https://ids.si.edu/ids/deliveryService?id=CHSDM-8B8DE26FD6902-000001
edanmdm-chndm_1957-61-3-b,Elevation of a Proposed Mausoleum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120214,New York City,Designer,"R. H. Robertson and R. Burnside Potter, Architects, American",Gift of Anonymous Donor,"Brush and watercolor, graphite on heavy board",https://ids.si.edu/ids/deliveryService?id=CHSDM-1957-61-3-bMattFlynn
edanmdm-chndm_1952-161-218,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105701,France,After,"Thomas Allom, (British, 1804–1872)",Gift of Anonymous Donor,"Gilded and painted paper leaf with chromolithograph, gilded, pierced and painted ivory sticks, gilt bail, chain and tassel",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-218obverseMattFlynn
edanmdm-chndm_1952-166-98,Teapot,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105997,London,Maker,"Ann Bateman, English, 1748 - 1813",Gift of Anonymous Donor,"silver, wood",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-166-98EllenMcDermott
,,,,,Maker,"Peter Bateman, English, (active 1790–1815, died 1825)",,,
edanmdm-chndm_1967-48-93,Vase,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139353,USA,Manufacturer,"Rookwood Pottery, American, 1880 - 1967",Gift of Anonymous Donor,"earthenware, glaze",https://ids.si.edu/ids/deliveryService?id=CHSDM-37826D128CC42_02-000001
edanmdm-chndm_1967-48-94,Vase,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139354,USA,Manufacturer,"Rookwood Pottery, American, 1880 - 1967",Gift of Anonymous Donor,Hand-painted and glazed earthenware,https://ids.si.edu/ids/deliveryService?id=CHSDM-1967-48-94EllenMcDermott
,,,,,Decorator,Laura E Lindeman,,,
edanmdm-chndm_1952-166-30-a_b,Plaque,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105968,England,Maker,"Thomas Bentley, English, 1730 – 1780",Gift of Anonymous Donor,"Jasperware, gilt wood, glass",https://ids.si.edu/ids/deliveryService?id=CHSDM-B33577C723F92_01-000004
,,,,,Maker,"Josiah Wedgwood, English, 1730 – 1795",,,
edanmdm-chndm_1956-188-1-a_b,Dish,1956,https://collection.cooperhewitt.org/view/objects/asitem/id/114387,New York,Manufacturer,"Kornilow Bros., Russian, ?-1917",Gift of Anonymous Donor,"Porcelain, overglaze decoration",https://ids.si.edu/ids/deliveryService?id=CHSDM-D0B477A21B552-000001
,,,,,Retailer,"Tiffany & Company, American, established 1853",,,
edanmdm-chndm_1967-48-103,Vase,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139226,Nancy,Manufacturer,"Daum Frères, French, founded 1875",Gift of Anonymous Donor,"Acid-etched and incised glass, silver-gilt (mount)",https://ids.si.edu/ids/deliveryService?id=CHSDM-2580B518D9A22-000001
,,,,,Mount Maker,"Malvézieux Ainé, Paris",,,
edanmdm-chndm_1967-48-104-a,Screen,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139227,New York,Maker,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Favrile glass, patinated bronze",https://ids.si.edu/ids/deliveryService?id=CHSDM-1967-48-104aEllenMcDermott
,,,,,Designer,"Louis Comfort Tiffany, (American, 1848–1933)",,,
edanmdm-chndm_1952-161-165-a_c,Padlock and key,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105640,Germany,,,Gift of Anonymous Donor,Steel,https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-165aEllenMcDermott
